year_month,title
201909,"As HBO Celebrates a Big Night, Questions About Its Future Loom"
201909,"The Best Movies and TV Shows Coming to Netflix, Amazon and More in September"
201909,‘Between Two Ferns: The Movie’ Review: Taking a (Web) Show on the Road
201910,"Netflix’s Top 10 Original Movies and TV Shows, According to Netflix"
201910,"Scorsese Does Broadway, and Other Splashy Netflix Plans"
201910,‘Stranger Things’ Helps Netflix Increase Subscribers
201910,Firm at Center of Panama Papers Sues Netflix Over ‘The Laundromat’
201910,Netflix Goes All Out to Wow Children as Streaming Wars Intensify
201910,Interrogation Company Insists That ‘When They See Us’ Got It Wrong
201910,Can ‘The Irishman’ Help Netflix Rule the Best-Picture Race?
201910,Disney Bars Netflix TV Ads in Battle for Streaming Supremacy
201910,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in October"
201910,How Much Watching Time Do You Have This Weekend?
201911,"Netflix’s 2019 Holiday Movies, Reviewed and Ranked"
201911,Netflix’s New Single-Screen Space: The Paris Theater
201911,‘SpongeBob’ Spinoff Highlights Netflix-Nickelodeon Deal
201911,Eddie Murphy Will Star in ‘Beverly Hills Cop 4’ for Netflix
201911,Netflix to Amend Maps After Complaint From Poland
201911,Netflix Keeps an Eye on the Mouse
201911,Poland Objects to Holocaust-Era Map in Netflix Series
201911,Supervisor Had Netflix Playing During Botched 911 Call
201911,Netflix Was Only the Start: Disney Streaming Service Shakes an Industry
201911,Inside the Debate Between Netflix and Big Theater Chains Over ‘The Irishman’
201912,Netflix Looks Abroad as Growth Slows in the U.S.
201912,"Netflix Is Ad Free, but It Isn’t Brand Free"
201912,The Best Movies and TV Shows New on Netflix Canada in January
201912,Review: Netflix Sends ‘The Witcher’ Into the Fantasy Fray
201912,‘The Irishman’ Debuts on Netflix to Big Numbers Over Thanksgiving
201912,"Even at the Indie-Leaning Gotham Awards, Netflix Is a Juggernaut"
201912,‘Marriage Story’ and ‘The Irishman’ Propel Netflix to Most Golden Globe Nominations
201912,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in December"
201912,That Intense New Character on ‘You’? Victoria Pedretti ‘Had the Tools’
201912,‘You’ Review: The Perfect BF Still Has One Little Problem
202001,Netflix Reports a Subscriber Bump as Disney Poses a New Threat
202001,Brazil’s Top Court Strikes Down Ban on Netflix Film Portraying Jesus as Gay
202001,"The Best Movies and TV Shows Coming to Netflix, Apple TV Plus and More in January"
202001,P.S.: Fans Still Love ‘To All the Boys’
202001,India Restores Some Internet Access in Kashmir After Long Shutdown
202001,We Should Have Bought the DVDs
202001,Nature Shows Are Hot Again
202001,We’re Living in a Subscriptions World. Here’s How to Navigate It.
202001,How to Navigate a Flood of Streaming TV Subscriptions
202001,‘This Airplane Is Designed by Clowns’
202002,"Review: With ‘Queen Sono,’ Netflix Enters New Territory"
202002,"Netflix Users Rejoice: Goodbye, Autoplay"
202002,Netflix Spent Big on Oscar-Worthy Films. That May Not Be Enough.
202002,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in February"
202002,‘Cheer’: What to Read and Listen to After Seeing This Netflix Hit
202002,"The Best Movies and TV Shows Coming to Netflix, Amazon and More in February"
202002,‘All the Bright Places’ Review: Love Amid Trauma
202002,‘I Am Not Okay With This’ Review: You’d Like Her When She’s Angry
202002,Streaming TV’s Boom Is a Mixed Blessing for Some Hollywood Writers
202002,‘Gentefied’ Review: A Rent Is Too Damn High Party
202003,Linda Fairstein Sues Netflix for Defamation in ‘When They See Us’
202003,"Review: In Netflix’s ‘Self Made,’ an Unlikely Entrepreneur"
202003,What to Watch After ‘Tiger King’: 12 Great True-Crime Documentaries on Netflix
202003,12 Recent Netflix Originals Worth Streaming While Stuck at Home
202003,"The Best Movies and TV Shows Coming to Netflix, Amazon and More in March"
202003,The Best Movies and TV Shows New on Netflix Canada in March
202003,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in March"
202003,"‘Making the Cut’ Is New, but the Pattern Is Familiar"
202003,Surging Traffic Is Slowing Down Our Internet
202003,Short Attention Span? All These Movies Are Under 90 Minutes
202004,Everyone You Know Just Signed Up for Netflix
202004,11 Stranger-Than-Fiction Documentaries on Netflix and Hulu
202004,Mindy Kaling’s Netflix Show Tells a New Kind of Story: One Like Hers
202004,13 Uplifting Documentaries on Netflix
202004,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in April"
202004,"The Best Movies and TV Shows Coming to Netflix, Amazon and More in April"
202004,"No, the Best Doesn’t Win"
202004,Watch This: ‘Never Have I Ever’
202004,Watch This: ‘Alias Grace’
202004,‘Circus of Books’ Review: A Community Takes Pride in Its Porn Store
202005,9 Great Music Documentaries to Stream on Netflix
202005,"Hana Kimura, Japanese Wrestler and Star of Netflix Series, Dies at 22"
202005,Now on Netflix: Portraits of Grief With Unplanned Relevance
202005,"‘Space Force’ Review: Steve Carell, in a Familiar Orbit on Netflix"
202005,"In Netflix’s ‘Hollywood,’ One Movie Fixes Racism. Hooray!"
202005,The Pandemic Work Diary of Netflix’s Queer Champion
202005,Laura Harrier on Rewriting Hollywood in Netflix’s ‘Hollywood’
202005,Hannah Gadsby’s ‘Douglas’ Doubles Down on the Comedy of Contradiction
202005,‘The Baby-Sitters Club’ Is Back: Help Yourself to the Fridge
202005,John McEnroe Is Mindy Kaling’s Voice of Teen Angst. Seriously.
202006,Netflix and Cinemax Go to South Africa for Real
202006,Netflix C.E.O. Reed Hastings Gives $120 Million to Historically Black Colleges
202006,Stream These 15 Great Titles Before They Leave Netflix This Month
202006,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in June"
202006,Jenny Slate and Kristen Bell Leave Voice Roles as Black Characters
202006,"The Best Movies and TV Shows Coming to Netflix, Amazon and More in June"
202006,‘Disclosure’ Review: A Transgender Lens on Film and TV History
202006,Love Is Still Blind — and Lauren and Cameron Aren’t Afraid of Tough Conversations
202006,‘Avatar: The Last Airbender’ Imagines a World Free of Whiteness
202006,What Should Companies Do on Juneteenth?
202007,Netflix Dropped Chris D’Elia Show After Sexual Misconduct Allegations
202007,Netflix Appoints Ted Sarandos as Co-Chief Executive
202007,Netflix Breaks HBO’s Record for the Most Emmy Nominations Ever
202007,How Netflix Beat Hollywood to a Generation of Black Content
202007,Netflix Renews ‘The Crown’ for a Sixth Season After All
202007,"Review: In ‘Stateless’ on Netflix, Cate Blanchett (and Immigration)"
202007,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in July"
202007,How ‘365 Days’ Became One of Netflix’s Worst-Reviewed Big Hits
202007,Universal’s Theatrical Releases Will Quickly Be Available in Homes
202007,Shira Haas of ‘Unorthodox’ on Sharing the Joys of Her First Emmy Nod
202008,"Netflix, Accused of Sexualizing Girls, Pulls Artwork for ‘Cuties’"
202008,Delayed ‘Diana’ Musical to Be Streamed on Netflix
202008,Auli’i Cravalho on Her New Netflix Drama and the Smell of Wet Dog
202008,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in August"
202008,Stream These 12 Movies Before They Leave Netflix This Month
202008,"Latif Nasser, Harvard Ph.D., on the Rewards of Being Dumb"
202008,How Jamie Foxx Fights a Man on Fire in ‘Project Power’
202008,A Steal Might Actually Be a Raw Deal
202008,Remote Control: Making Television Mid-Pandemic
202008,‘Work It’ Review: Freestyling Through Senior Year
202009,Brian Stelter on Fox News and Reed Hastings on Netflix
202009,"‘Cuties’ Sparks a Firestorm, Again, After Its Netflix Release"
202009,Watch These 15 Movies Before They Leave Netflix This Month
202009,The 50 Best TV Shows on Netflix Right Now
202009,Prince Harry and Meghan Sign Megawatt Netflix Deal
202009,The Best Movies and TV Shows Coming to Netflix in July
202009,"New & Noteworthy, From Netflix to Writers’ Writers"
202009,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in September"
202009,Jerry Harris to Remain in Custody After Arrest on Child Pornography Charge
202009,‘Schitt’s Creek’ Sets an Emmy Record
202010,The 13 Scariest Horror Movies on Netflix Right Now
202010,"Reclaiming, on Netflix, an Ancient Battle Beloved of Germany’s Far Right"
202010,"After big jobs at ABC and Netflix, the executive Channing Dungey takes charge of Warner Bros."
202010,Netflix Is Charged in Texas With Promoting Lewdness in ‘Cuties’
202010,Channing Dungey is leaving Netflix after less than two years.
202010,Stream These 15 Movies Before They Leave Netflix This Month
202010,The 50 Best Documentaries on Netflix Right Now
202010,What Happens When Sarah Cooper Speaks in Her Own Voice?
202010,‘Song Exploder’ Reveals the Eureka Moments Behind the Hits
202010,"‘The Queen’s Gambit’ Review: Coming of Age, One Move at a Time"
202011,Netflix Pulls ‘Chappelle’s Show’ at Dave Chappelle’s Request
202011,"With a Kiss, Netflix Gets Tangled in India’s Religious Tensions"
202011,‘The Crown’: The History Behind Season 4 on Netflix
202011,Stream These 15 Titles Before They Leave Netflix in November
202011,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in November"
202011,"Hollywood’s Obituary, the Sequel. Now Streaming."
202011,‘Dolly Parton’s Christmas on the Square’ Review: Holiday Winks
202011,‘Hillbilly Elegy’ Review: I Remember Mamaw
202011,‘The Queen’s Gambit’ Sends Chess Set Sales Soaring
202011,Why ‘Gilmore Girls’ Endures
202012,Catch These 15 Titles Before They Leave Netflix in December
202012,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in December"
202012,"Netflix’s ‘Move’ Strips Dance Down to Clichés, Not Essentials"
202012,"Netflix Holiday Movies: Ranked, Listed and Checked Twice"
202012,An Oscar Winner Made a Khashoggi Documentary. Streaming Services Didn’t Want It.
202012,"For Television and Romance Novels, Love at Last?"
202012,Jerry Harris Pleads Not Guilty in Child-Pornography Case
202012,"Bollywood, Reeling From the Pandemic, Shifts to Streaming"
202012,"‘The Midnight Sky’ Review: It’s the End of the World, in the Arctic"
202012,George Clooney on ‘The Midnight Sky’ and Donald Trump
202101,"Netflix Will No Longer Borrow, Ending Its Run of Debt"
202101,"Netflix, Flexing Its Muscles, Announces 2021 Film Slate"
202101,Stream These 8 Titles Before They Leave Netflix This Month
202101,What’s Next in Your Netflix Queue?
202101,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in January"
202101,What if the ‘Karate Kid’ Isn’t the Hero?
202101,‘The Dig’ Review: Carey Mulligan and Ralph Fiennes on a Treasure Hunt
202101,The Week in Business: Biden Gets Down to Business
202101,Everybody Loves Fran. But Why?
202101,‘Bridgerton’s’ Approach to Race and Casting Has Precedent Onstage
202102,"Netflix Productions Are More Diverse Than Studio Films, Study Shows"
202102,How a Neurosurgeon (and Netflix Star) Spends His Sundays
202102,‘Chappelle’s Show’ Returns to Netflix After Dave Chappelle Gets Paid
202102,Michelle Obama (and a pair of puppets) will cook for children on Netflix.
202102,The Obamas will adapt ‘Exit West’ into a Netflix movie starring Riz Ahmed.
202102,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in February"
202102,How the Pandemic Stalled Peak TV
202102,"How to Watch the Golden Globes 2021: Channel, Time and Streaming"
202102,How Much Watching Time Do You Have This Weekend?
202102,Rosamund Pike Is Delighted to Appall You
202103,Netflix Tests a Clampdown on Password Sharing
202103,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in March"
202103,"In the Shadow of Nollywood, Filmmakers Examine Boko Haram"
202103,How Chinese Dramas Helped Me Build a Relationship With My Sister
202103,The Swag Must Go On: Hollywood’s Pandemic Oscar Campaign
202103,Korean TV’s Unlikely Star: Subway Sandwiches
202103,Spike Lee Predicts the Future
202103,"Harlan Coben, Suburban Dad With 75 Million Books in Print"
202103,‘Jackie Brown’ and Tangerine Dream: What ‘I Care a Lot’ Is Made Of
202103,Making Chess Sing: ‘Queen’s Gambit’ to Be Adapted for the Stage
202104,Netflix’s Dominance Starts to Slow as Rivals Gain
202104,"With ‘Knives Out’ Deal, Netflix Signals It’s in the Franchise Business"
202104,Netflix to Debut Italy’s First TV Show With a Majority Black Cast
202104,Sony Pictures enters a streaming deal with Netflix.
202104,Watch These 11 Titles Before They Leave Netflix in April
202104,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in April"
202104,Review: ‘Yasuke’ Reclaims a Black Samurai From History
202104,"One Year After ‘Tiger King,’ Bill Aims to Protect Big Cats"
202104,Movies Survived 2020. The Oscars Diversified. There’s More to Do.
202104,How ‘The Crown’ changed Prince Philip’s image.
202105,Binge-Viewing Movies? Netflix Bets on the ‘Fear Street’ Trilogy.
202105,Review: ‘Who Killed Sara?’ and the Art of the Netflixnovela
202105,Netflix Chronicles Byron Bay’s ‘Hot Instagrammers.’ Will Paradise Survive?
202105,Stream These 13 Movies and Shows Before They Leave Netflix in May
202105,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in May"
202105,The T List: Five Things We Recommend This Week
202105,"Mae Martin Embraces Ambiguity in ‘Feel Good,’ and in Life"
202105,"Scrounging for Hits, Hollywood Goes Back to the Video Game Well"
202105,The deals that loaded AT&T with debt.
202105,The Profound Significance of ‘High on the Hog’
202106,Steven Spielberg’s Amblin Partners signs a deal with Netflix.
202106,Netflix: The Store!
202106,Watch These 15 Titles Before They Leave Netflix This Month
202106,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in June"
202106,Nielsen Now Knows When You Are Streaming
202106,‘Lupin’ Took the World by Stealth. Part 2 Can’t Be So Sneaky.
202106,"‘Wish Dragon’ Review: ‘Aladdin’ Goes to Shanghai, Sort Of"
202106,How Much Watching Time Do You Have This Weekend?
202106,"In ‘Sweet Tooth,’ a Taste of Fantasy Rooted in Reality"
202106,"In ‘Master of None,’ Naomi Ackie Tells a Story ‘I’ve Never Really Seen’"
202107,Disney is chipping away at Netflix’s dominance.
202107,‘Drive to Survive’ on Netflix Has Ignited Formula 1
202107,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in July"
202107,What Is It About Dating Shows Where Contestants Can’t See Each Other?
202107,Positive coronavirus tests halt the production of ‘Bridgerton’ in the U.K. twice in three days.
202107,"‘The Crown,’ ‘The Mandalorian,’ ‘Ted Lasso’ and other streaming series have a big day."
202107,"‘The Queen’s Gambit’ and ‘Mare of Easttown’ face off, while Mj Rodriguez pulls off a first."
202107,"In ‘My Unorthodox Life,’ Julia Haart Bares More Than Just Her Knees"
202107,‘Black Widow’ Star David Harbour Loves Being a Big-Screen Loser
202107,‘I Think You Should Leave’ Gives Us the Jerks We Deserve
202108,Netflix’s ‘High on the Hog’ Renewed for Second Season
202108,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in August"
202108,Stream These 12 Titles Before They Expire in August
202108,‘Untold: Caitlyn Jenner’ Review: Honoring the Athlete
202108,Ynairaly Simo Reps the Bronx (and Tweenage Zest) in ‘Vivo’
202108,Emma Corrin Is Fine With Not Playing Diana to the Bitter End
202108,"Yes, the Owner of a Movie Theater Chain Feels Bad for Me"
202108,How Much Watching Time Do You Have This Weekend?
202108,"In ‘My Unorthodox Life,’ Fashion Is a Flash Point"
202108,"With ‘The Kissing Booth 3,’ Joey King Closes a Chapter of Her Life"
202109,Netflix and ‘The Queen’s Gambit’ dominate the Creative Arts Emmys.
202109,"With ‘The Crown,’ Netflix Finally Takes the Emmys Throne"
202109,Watch These 12 Titles Before They Leave Netflix in September
202109,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in September"
202109,Mo Abudu Isn’t Waiting for Permission
202109,Mike Flanagan Explores His Private Horrors in ‘Midnight Mass’
202109,2021 Emmy Winners: Complete List
202109,A Hollywood Producer and a Master of Adaptation
202109,Emmys 2021: The List of Nominees
202109,"A Chess Pioneer Sues, Saying She Was Slighted in ‘The Queen’s Gambit’"
202110,Netflix Eyes New Jersey Army Base for Major Production Hub
202110,Navigating the Dave Chappelle Fracas at Netflix
202110,Netflix employees walk out to protest Dave Chappelle’s special.
202110,Netflix workers plan a walkout as the fallout over Dave Chappelle continues.
202110,Netflix Employees Walk Out in Protest of Dave Chappelle Special
202110,"At Netflix, a star and employees pressure a top executive over Dave Chappelle’s special."
202110,Netflix beats estimates and expects even better results thanks to hits like ‘Squid Game.’
202110,Dave Chappelle responds to Netflix controversy with a video clip from his concert.
202110,Netflix Series Stirs Debate About the Lives of Ultra-Orthodox Women
202110,Suspension is lifted for Netflix employee who criticized Dave Chappelle’s comedy special.
202111,Netflix Turns Its Attention to Films It Hopes Everyone Wants to See
202111,"‘Red Notice’ is a hit? Oh, yes, says Netflix’s brand-new top 10 list."
202111,A Netflix documentary series spurred prosecutors to review the trial.
202111,Netflix buys a visual effects company in a move to support its global ambitions.
202111,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in November"
202111,Stream These 11 Titles Before They Leave Netflix in November
202111,Here Are 5 Family-Friendly Things to Stream This Weekend
202111,‘A Castle for Christmas’ Review: Deck the Halls With Expensive Tartans
202111,"The Good, the Bad and the Jazzy: What ‘Cowboy Bebop’ Gets Right and Wrong"
202111,Kevin Spacey was ordered to pay $31 million to the ‘House of Cards’ studio after sexual harassment allegations.
202112,Stream These 9 Titles Before They Leave Netflix in January
202112,Netflix and the Internet of Fads
202112,"Review: ‘The Witcher,’ a Netflix Heavy Hitter, Finally Returns"
202112,"Netflix Holiday Movies Ranked, From Tree Toppers to Lumps of Coal"
202112,Stream These 15 Titles Before They Leave Netflix in December
202112,"The Best Movies and TV Shows New to Netflix, Amazon and Stan in Australia in December"
202112,5 Things to Do This Weekend
202112,‘Emily in Paris’ and the City I Thought Was Mine
202112,‘Cowboy Bebop’ Beats and the Universe of ‘Dune’: What ‘Arcane’ Is Made of
202112,"In 2021, Black Boyhood Got More Complex on TV"
